8.33334e-05;0.000176667;6.75001e-05;2.08334e-05;1.66667e-06;0;0;0
0.000605001;0.0010025;0.000436667;0.000111667;1.41667e-05;4.16667e-06;0;0
0.00299667;0.00365334;0.00156833;0.000388334;8.00001e-05;8.33334e-06;0;0
0.00984001;0.0100483;0.00401417;0.000985834;0.000163333;2.66667e-05;3.33334e-06;8.33334e-07
0.0242925;0.0204459;0.00760751;0.00177417;0.000336667;3.08334e-05;4.16667e-06;0
0.0450784;0.0342675;0.01164;0.00247417;0.000365834;5.08334e-05;7.50001e-06;0
0.0676459;0.0462467;0.0144975;0.00292834;0.000424167;3.66667e-05;1.66667e-06;0
0.0846667;0.05152;0.0148525;0.00276167;0.000350834;4.25e-05;1.66667e-06;8.33334e-07
0.0884309;0.0493259;0.0132242;0.00222584;0.00026;3.25e-05;2.5e-06;0
0.0792584;0.0408434;0.00996917;0.00163167;0.000183333;1.75e-05;0;0
0.0619884;0.0297009;0.00683251;0.00106333;0.000118333;8.33334e-06;0;0
0.0428159;0.0189942;0.00402834;0.000570834;6.08334e-05;7.50001e-06;8.33334e-07;0
0.026055;0.0107892;0.00216167;0.000291667;3e-05;1.66667e-06;0;0
0.0142425;0.0054575;0.000980001;0.000115;1.58333e-05;8.33334e-07;0;0
0.00714917;0.00258917;0.000465;4.91667e-05;3.33334e-06;0;0;0
0.00318417;0.0011075;0.000170833;1.91667e-05;1.66667e-06;0;0;0
0.00131417;0.000431667;7.16667e-05;6.66667e-06;0;0;0;0
0.000514167;0.000149167;2e-05;2.5e-06;0;0;0;0
0.000184167;5.25e-05;1.16667e-05;0;0;0;0;0
6.08334e-05;1.5e-05;1.66667e-06;0;0;0;0;0
1.08333e-05;7.50001e-06;0;0;0;0;0;0
9.16667e-06;2.5e-06;0;0;0;0;0;0
1.66667e-06;0;0;0;0;0;0;0
1.66667e-06;0;0;0;0;0;0;0
